age,0,1,2,3,4,5,6,7,8,9,10
15-24,0.584415584415584,0.25974025974026,0.0597402597402597,0.0311688311688312,0.0207792207792208,0.0155844155844156,0.00519480519480519,0,0,0.00519480519480519,0.0181818181818182
25-34,0.515492957746479,0.336619718309859,0.0563380281690141,0.0352112676056338,0.0154929577464789,0.0112676056338028,0.0028169014084507,0.00704225352112676,0.00140845070422535,0,0.0183098591549296
35-44,0.498677248677249,0.293650793650794,0.0608465608465608,0.0383597883597884,0.0238095238095238,0.0158730158730159,0.00793650793650794,0.00264550264550265,0,0.00396825396825397,0.0542328042328042
45-54,0.534272300469484,0.260093896713615,0.0582159624413146,0.0356807511737089,0.0215962441314554,0.015962441314554,0.0178403755868545,0.000938967136150235,0.00375586854460094,0.000938967136150235,0.0507042253521127
55-64,0.606758832565284,0.195084485407066,0.0476190476190476,0.0337941628264209,0.0291858678955453,0.0230414746543779,0.00768049155145929,0.00307219662058372,0.00460829493087558,0,0.0491551459293395
65-74,0.623318385650224,0.143497757847534,0.0717488789237668,0.0538116591928251,0.0269058295964126,0.0224215246636771,0.00448430493273543,0.00448430493273543,0.00896860986547085,0,0.0403587443946188
